region,time,sector,polymer,element,value
EU27+3,2030,Packaging,"PE-LD, -LLD",All,6540
EU27+3,2031,Packaging,"PE-LD, -LLD",All,6605
EU27+3,2032,Packaging,"PE-LD, -LLD",All,6671
EU27+3,2033,Packaging,"PE-LD, -LLD",All,6738
EU27+3,2034,Packaging,"PE-LD, -LLD",All,6805
EU27+3,2035,Packaging,"PE-LD, -LLD",All,6874
EU27+3,2036,Packaging,"PE-LD, -LLD",All,6942
EU27+3,2037,Packaging,"PE-LD, -LLD",All,7012
EU27+3,2038,Packaging,"PE-LD, -LLD",All,7082
EU27+3,2039,Packaging,"PE-LD, -LLD",All,7153
EU27+3,2040,Packaging,"PE-LD, -LLD",All,7224
EU27+3,2041,Packaging,"PE-LD, -LLD",All,7296
EU27+3,2042,Packaging,"PE-LD, -LLD",All,7369
EU27+3,2043,Packaging,"PE-LD, -LLD",All,7443
EU27+3,2044,Packaging,"PE-LD, -LLD",All,7517
EU27+3,2045,Packaging,"PE-LD, -LLD",All,7593
EU27+3,2046,Packaging,"PE-LD, -LLD",All,7669
EU27+3,2047,Packaging,"PE-LD, -LLD",All,7745
EU27+3,2048,Packaging,"PE-LD, -LLD",All,7823
EU27+3,2049,Packaging,"PE-LD, -LLD",All,7901
EU27+3,2050,Packaging,"PE-LD, -LLD",All,7980
EU27+3,2051,Packaging,"PE-LD, -LLD",All,8060
EU27+3,2052,Packaging,"PE-LD, -LLD",All,8140
EU27+3,2053,Packaging,"PE-LD, -LLD",All,8222
EU27+3,2054,Packaging,"PE-LD, -LLD",All,8304
EU27+3,2055,Packaging,"PE-LD, -LLD",All,8387
EU27+3,2056,Packaging,"PE-LD, -LLD",All,8471
EU27+3,2057,Packaging,"PE-LD, -LLD",All,8556
EU27+3,2058,Packaging,"PE-LD, -LLD",All,8641
EU27+3,2059,Packaging,"PE-LD, -LLD",All,8728
EU27+3,2060,Packaging,"PE-LD, -LLD",All,8815
EU27+3,1970,Packaging,"PE-HD, -MD",All,799
EU27+3,1971,Packaging,"PE-HD, -MD",All,838
EU27+3,1972,Packaging,"PE-HD, -MD",All,877
EU27+3,1973,Packaging,"PE-HD, -MD",All,916
EU27+3,1974,Packaging,"PE-HD, -MD",All,955
EU27+3,1975,Packaging,"PE-HD, -MD",All,994
EU27+3,1976,Packaging,"PE-HD, -MD",All,1033
EU27+3,1977,Packaging,"PE-HD, -MD",All,1063
EU27+3,1978,Packaging,"PE-HD, -MD",All,1094
EU27+3,1979,Packaging,"PE-HD, -MD",All,1124
EU27+3,1980,Packaging,"PE-HD, -MD",All,1155
EU27+3,1981,Packaging,"PE-HD, -MD",All,1185
EU27+3,1982,Packaging,"PE-HD, -MD",All,1216
EU27+3,1983,Packaging,"PE-HD, -MD",All,1246
EU27+3,1984,Packaging,"PE-HD, -MD",All,1277
EU27+3,1985,Packaging,"PE-HD, -MD",All,1307
EU27+3,1986,Packaging,"PE-HD, -MD",All,1338
EU27+3,1987,Packaging,"PE-HD, -MD",All,1368
EU27+3,1988,Packaging,"PE-HD, -MD",All,1399
EU27+3,1989,Packaging,"PE-HD, -MD",All,1429
EU27+3,1990,Packaging,"PE-HD, -MD",All,1544
EU27+3,1991,Packaging,"PE-HD, -MD",All,1659
EU27+3,1992,Packaging,"PE-HD, -MD",All,1774
EU27+3,1993,Packaging,"PE-HD, -MD",All,1890
EU27+3,1994,Packaging,"PE-HD, -MD",All,2005
EU27+3,1995,Packaging,"PE-HD, -MD",All,2120
EU27+3,1996,Packaging,"PE-HD, -MD",All,2235
EU27+3,1997,Packaging,"PE-HD, -MD",All,2350
EU27+3,1998,Packaging,"PE-HD, -MD",All,2465
EU27+3,1999,Packaging,"PE-HD, -MD",All,2580
EU27+3,2000,Packaging,"PE-HD, -MD",All,2696
EU27+3,2001,Packaging,"PE-HD, -MD",All,2811
EU27+3,2002,Packaging,"PE-HD, -MD",All,2926
EU27+3,2003,Packaging,"PE-HD, -MD",All,3011
EU27+3,2004,Packaging,"PE-HD, -MD",All,3096
EU27+3,2005,Packaging,"PE-HD, -MD",All,3181
EU27+3,2006,Packaging,"PE-HD, -MD",All,3286
EU27+3,2007,Packaging,"PE-HD, -MD",All,3485
EU27+3,2008,Packaging,"PE-HD, -MD",All,3306
EU27+3,2009,Packaging,"PE-HD, -MD",All,3237
EU27+3,2010,Packaging,"PE-HD, -MD",All,3246
EU27+3,2011,Packaging,"PE-HD, -MD",All,3322
EU27+3,2012,Packaging,"PE-HD, -MD",All,3244
EU27+3,2013,Packaging,"PE-HD, -MD",All,3289
EU27+3,2014,Packaging,"PE-HD, -MD",All,3387
EU27+3,2015,Packaging,"PE-HD, -MD",All,3507
EU27+3,2016,Packaging,"PE-HD, -MD",All,3572
EU27+3,2017,Packaging,"PE-HD, -MD",All,3646
EU27+3,2018,Packaging,"PE-HD, -MD",All,3665
EU27+3,2019,Packaging,"PE-HD, -MD",All,3602
EU27+3,2020,Packaging,"PE-HD, -MD",All,3570
EU27+3,2021,Packaging,"PE-HD, -MD",All,3606
EU27+3,2022,Packaging,"PE-HD, -MD",All,3642
EU27+3,2023,Packaging,"PE-HD, -MD",All,3678
EU27+3,2024,Packaging,"PE-HD, -MD",All,3715
EU27+3,2025,Packaging,"PE-HD, -MD",All,3752
EU27+3,2026,Packaging,"PE-HD, -MD",All,3790
EU27+3,2027,Packaging,"PE-HD, -MD",All,3828
EU27+3,2028,Packaging,"PE-HD, -MD",All,3866
EU27+3,2029,Packaging,"PE-HD, -MD",All,3905
EU27+3,2030,Packaging,"PE-HD, -MD",All,3944
EU27+3,2031,Packaging,"PE-HD, -MD",All,3983
EU27+3,2032,Packaging,"PE-HD, -MD",All,4023
EU27+3,2033,Packaging,"PE-HD, -MD",All,4063
EU27+3,2034,Packaging,"PE-HD, -MD",All,4104
EU27+3,2035,Packaging,"PE-HD, -MD",All,4145
EU27+3,2036,Packaging,"PE-HD, -MD",All,4186
EU27+3,2037,Packaging,"PE-HD, -MD",All,4228
EU27+3,2038,Packaging,"PE-HD, -MD",All,4271
EU27+3,2039,Packaging,"PE-HD, -MD",All,4313
EU27+3,2040,Packaging,"PE-HD, -MD",All,4356
EU27+3,2041,Packaging,"PE-HD, -MD",All,4400
EU27+3,2042,Packaging,"PE-HD, -MD",All,4444
EU27+3,2043,Packaging,"PE-HD, -MD",All,4488
EU27+3,2044,Packaging,"PE-HD, -MD",All,4533
EU27+3,2045,Packaging,"PE-HD, -MD",All,4579
EU27+3,2046,Packaging,"PE-HD, -MD",All,4624
EU27+3,2047,Packaging,"PE-HD, -MD",All,4671
EU27+3,2048,Packaging,"PE-HD, -MD",All,4717
EU27+3,2049,Packaging,"PE-HD, -MD",All,4765
EU27+3,2050,Packaging,"PE-HD, -MD",All,4812
EU27+3,2051,Packaging,"PE-HD, -MD",All,4860
EU27+3,2052,Packaging,"PE-HD, -MD",All,4909
EU27+3,2053,Packaging,"PE-HD, -MD",All,4958
EU27+3,2054,Packaging,"PE-HD, -MD",All,5008
EU27+3,2055,Packaging,"PE-HD, -MD",All,5058
EU27+3,2056,Packaging,"PE-HD, -MD",All,5108
EU27+3,2057,Packaging,"PE-HD, -MD",All,5159
EU27+3,2058,Packaging,"PE-HD, -MD",All,5211
EU27+3,2059,Packaging,"PE-HD, -MD",All,5263
EU27+3,2060,Packaging,"PE-HD, -MD",All,5316
EU27+3,1970,Packaging,PP,All,1042
EU27+3,1971,Packaging,PP,All,1093
EU27+3,1972,Packaging,PP,All,1144
EU27+3,1973,Packaging,PP,All,1195
EU27+3,1974,Packaging,PP,All,1246
EU27+3,1975,Packaging,PP,All,1297
EU27+3,1976,Packaging,PP,All,1348
EU27+3,1977,Packaging,PP,All,1388
EU27+3,1978,Packaging,PP,All,1428
EU27+3,1979,Packaging,PP,All,1467
EU27+3,1980,Packaging,PP,All,1507
EU27+3,1981,Packaging,PP,All,1547
EU27+3,1982,Packaging,PP,All,1587
EU27+3,1983,Packaging,PP,All,1627
EU27+3,1984,Packaging,PP,All,1666
EU27+3,1985,Packaging,PP,All,1706
EU27+3,1986,Packaging,PP,All,1746
EU27+3,1987,Packaging,PP,All,1786
EU27+3,1988,Packaging,PP,All,1826
EU27+3,1989,Packaging,PP,All,1865
EU27+3,1990,Packaging,PP,All,2016
EU27+3,1991,Packaging,PP,All,2166
EU27+3,1992,Packaging,PP,All,2316
EU27+3,1993,Packaging,PP,All,2466
EU27+3,1994,Packaging,PP,All,2617
EU27+3,1995,Packaging,PP,All,2767
EU27+3,1996,Packaging,PP,All,2917
EU27+3,1997,Packaging,PP,All,3068
EU27+3,1998,Packaging,PP,All,3218
EU27+3,1999,Packaging,PP,All,3368
EU27+3,2000,Packaging,PP,All,3519
EU27+3,2001,Packaging,PP,All,3669
EU27+3,2002,Packaging,PP,All,3819
EU27+3,2003,Packaging,PP,All,3930
EU27+3,2004,Packaging,PP,All,4041
EU27+3,2005,Packaging,PP,All,4153
EU27+3,2006,Packaging,PP,All,4289
EU27+3,2007,Packaging,PP,All,4549
EU27+3,2008,Packaging,PP,All,4316
EU27+3,2009,Packaging,PP,All,4226
EU27+3,2010,Packaging,PP,All,4238
EU27+3,2011,Packaging,PP,All,4336
EU27+3,2012,Packaging,PP,All,4235
EU27+3,2013,Packaging,PP,All,4293
EU27+3,2014,Packaging,PP,All,4421
EU27+3,2015,Packaging,PP,All,4578
EU27+3,2016,Packaging,PP,All,4662
EU27+3,2017,Packaging,PP,All,4760
EU27+3,2018,Packaging,PP,All,4784
EU27+3,2019,Packaging,PP,All,4701
EU27+3,2020,Packaging,PP,All,4660
EU27+3,2021,Packaging,PP,All,4707
EU27+3,2022,Packaging,PP,All,4754
EU27+3,2023,Packaging,PP,All,4802
EU27+3,2024,Packaging,PP,All,5013
EU27+3,2025,Packaging,PP,All,5226
EU27+3,2026,Packaging,PP,All,5439
EU27+3,2027,Packaging,PP,All,5652
EU27+3,2028,Packaging,PP,All,5867
EU27+3,2029,Packaging,PP,All,6081
EU27+3,2030,Packaging,PP,All,6297
EU27+3,2031,Packaging,PP,All,6360
EU27+3,2032,Packaging,PP,All,6423
EU27+3,2033,Packaging,PP,All,6488
EU27+3,2034,Packaging,PP,All,6553
EU27+3,2035,Packaging,PP,All,6618
EU27+3,2036,Packaging,PP,All,6684
EU27+3,2037,Packaging,PP,All,6751
EU27+3,2038,Packaging,PP,All,6819
EU27+3,2039,Packaging,PP,All,6887
EU27+3,2040,Packaging,PP,All,6956
EU27+3,2041,Packaging,PP,All,7025
EU27+3,2042,Packaging,PP,All,7095
EU27+3,2043,Packaging,PP,All,7166
EU27+3,2044,Packaging,PP,All,7238
EU27+3,2045,Packaging,PP,All,7310
EU27+3,2046,Packaging,PP,All,7384
EU27+3,2047,Packaging,PP,All,7457
EU27+3,2048,Packaging,PP,All,7532
EU27+3,2049,Packaging,PP,All,7607
EU27+3,2050,Packaging,PP,All,7683
EU27+3,2051,Packaging,PP,All,7760
EU27+3,2052,Packaging,PP,All,7838
EU27+3,2053,Packaging,PP,All,7916
EU27+3,2054,Packaging,PP,All,7995
EU27+3,2055,Packaging,PP,All,8075
EU27+3,2056,Packaging,PP,All,8156
EU27+3,2057,Packaging,PP,All,8238
EU27+3,2058,Packaging,PP,All,8320
EU27+3,2059,Packaging,PP,All,8403
EU27+3,2060,Packaging,PP,All,8487
EU27+3,1970,Packaging,PS,All,130
EU27+3,1971,Packaging,PS,All,136
EU27+3,1972,Packaging,PS,All,142
EU27+3,1973,Packaging,PS,All,149
EU27+3,1974,Packaging,PS,All,155
EU27+3,1975,Packaging,PS,All,161
EU27+3,1976,Packaging,PS,All,168
EU27+3,1977,Packaging,PS,All,173
EU27+3,1978,Packaging,PS,All,178
EU27+3,1979,Packaging,PS,All,183
EU27+3,1980,Packaging,PS,All,188
EU27+3,1981,Packaging,PS,All,193
EU27+3,1982,Packaging,PS,All,197
EU27+3,1983,Packaging,PS,All,202
EU27+3,1984,Packaging,PS,All,207
EU27+3,1985,Packaging,PS,All,212
EU27+3,1986,Packaging,PS,All,217
EU27+3,1987,Packaging,PS,All,222
EU27+3,1988,Packaging,PS,All,227
EU27+3,1989,Packaging,PS,All,232
EU27+3,1990,Packaging,PS,All,251
EU27+3,1991,Packaging,PS,All,270
EU27+3,1992,Packaging,PS,All,288
EU27+3,1993,Packaging,PS,All,307
EU27+3,1994,Packaging,PS,All,326
EU27+3,1995,Packaging,PS,All,344
EU27+3,1996,Packaging,PS,All,363
EU27+3,1997,Packaging,PS,All,382
EU27+3,1998,Packaging,PS,All,401
EU27+3,1999,Packaging,PS,All,419
EU27+3,2000,Packaging,PS,All,438
EU27+3,2001,Packaging,PS,All,457
EU27+3,2002,Packaging,PS,All,475
EU27+3,2003,Packaging,PS,All,489
EU27+3,2004,Packaging,PS,All,503
EU27+3,2005,Packaging,PS,All,517
EU27+3,2006,Packaging,PS,All,534
EU27+3,2007,Packaging,PS,All,566
EU27+3,2008,Packaging,PS,All,537
EU27+3,2009,Packaging,PS,All,526
EU27+3,2010,Packaging,PS,All,527
EU27+3,2011,Packaging,PS,All,540
EU27+3,2012,Packaging,PS,All,527
EU27+3,2013,Packaging,PS,All,534
EU27+3,2014,Packaging,PS,All,550
EU27+3,2015,Packaging,PS,All,570
EU27+3,2016,Packaging,PS,All,580
EU27+3,2017,Packaging,PS,All,592
EU27+3,2018,Packaging,PS,All,595
EU27+3,2019,Packaging,PS,All,585
EU27+3,2020,Packaging,PS,All,580
EU27+3,2021,Packaging,PS,All,586
EU27+3,2022,Packaging,PS,All,592
EU27+3,2023,Packaging,PS,All,598
EU27+3,2024,Packaging,PS,All,512
EU27+3,2025,Packaging,PS,All,427
EU27+3,2026,Packaging,PS,All,342
EU27+3,2027,Packaging,PS,All,256
EU27+3,2028,Packaging,PS,All,171
EU27+3,2029,Packaging,PS,All,85
EU27+3,2030,Packaging,PS,All,0
EU27+3,2031,Packaging,PS,All,0
EU27+3,2032,Packaging,PS,All,0
EU27+3,2033,Packaging,PS,All,0
EU27+3,2034,Packaging,PS,All,0
EU27+3,2035,Packaging,PS,All,0
EU27+3,2036,Packaging,PS,All,0
EU27+3,2037,Packaging,PS,All,0
EU27+3,2038,Packaging,PS,All,0
EU27+3,2039,Packaging,PS,All,0
EU27+3,2040,Packaging,PS,All,0
EU27+3,2041,Packaging,PS,All,0
EU27+3,2042,Packaging,PS,All,0
EU27+3,2043,Packaging,PS,All,0
EU27+3,2044,Packaging,PS,All,0
EU27+3,2045,Packaging,PS,All,0
EU27+3,2046,Packaging,PS,All,0
EU27+3,2047,Packaging,PS,All,0
EU27+3,2048,Packaging,PS,All,0
EU27+3,2049,Packaging,PS,All,0
EU27+3,2050,Packaging,PS,All,0
EU27+3,2051,Packaging,PS,All,0
EU27+3,2052,Packaging,PS,All,0
EU27+3,2053,Packaging,PS,All,0
EU27+3,2054,Packaging,PS,All,0
EU27+3,2055,Packaging,PS,All,0
EU27+3,2056,Packaging,PS,All,0
EU27+3,2057,Packaging,PS,All,0
EU27+3,2058,Packaging,PS,All,0
EU27+3,2059,Packaging,PS,All,0
EU27+3,2060,Packaging,PS,All,0
EU27+3,1970,Packaging,PS-E,All,63
EU27+3,1971,Packaging,PS-E,All,66
EU27+3,1972,Packaging,PS-E,All,69
EU27+3,1973,Packaging,PS-E,All,72
EU27+3,1974,Packaging,PS-E,All,75
EU27+3,1975,Packaging,PS-E,All,78
EU27+3,1976,Packaging,PS-E,All,81
EU27+3,1977,Packaging,PS-E,All,83
EU27+3,1978,Packaging,PS-E,All,86
EU27+3,1979,Packaging,PS-E,All,88
EU27+3,1980,Packaging,PS-E,All,91
EU27+3,1981,Packaging,PS-E,All,93
EU27+3,1982,Packaging,PS-E,All,95
EU27+3,1983,Packaging,PS-E,All,98
EU27+3,1984,Packaging,PS-E,All,100
EU27+3,1985,Packaging,PS-E,All,103
EU27+3,1986,Packaging,PS-E,All,105
EU27+3,1987,Packaging,PS-E,All,107
EU27+3,1988,Packaging,PS-E,All,110
EU27+3,1989,Packaging,PS-E,All,112
EU27+3,1990,Packaging,PS-E,All,121
EU27+3,1991,Packaging,PS-E,All,130
EU27+3,1992,Packaging,PS-E,All,139
EU27+3,1993,Packaging,PS-E,All,148
EU27+3,1994,Packaging,PS-E,All,157
EU27+3,1995,Packaging,PS-E,All,166
EU27+3,1996,Packaging,PS-E,All,175
EU27+3,1997,Packaging,PS-E,All,184
EU27+3,1998,Packaging,PS-E,All,193
EU27+3,1999,Packaging,PS-E,All,202
EU27+3,2000,Packaging,PS-E,All,211
EU27+3,2001,Packaging,PS-E,All,220
EU27+3,2002,Packaging,PS-E,All,229
EU27+3,2003,Packaging,PS-E,All,236
EU27+3,2004,Packaging,PS-E,All,243
EU27+3,2005,Packaging,PS-E,All,250
EU27+3,2006,Packaging,PS-E,All,258
EU27+3,2007,Packaging,PS-E,All,273
EU27+3,2008,Packaging,PS-E,All,259
EU27+3,2009,Packaging,PS-E,All,254
EU27+3,2010,Packaging,PS-E,All,255
EU27+3,2011,Packaging,PS-E,All,261
EU27+3,2012,Packaging,PS-E,All,254
EU27+3,2013,Packaging,PS-E,All,258
EU27+3,2014,Packaging,PS-E,All,266
EU27+3,2015,Packaging,PS-E,All,275
EU27+3,2016,Packaging,PS-E,All,280
EU27+3,2017,Packaging,PS-E,All,286
EU27+3,2018,Packaging,PS-E,All,287
EU27+3,2019,Packaging,PS-E,All,282
EU27+3,2020,Packaging,PS-E,All,280
EU27+3,2021,Packaging,PS-E,All,283
EU27+3,2022,Packaging,PS-E,All,286
EU27+3,2023,Packaging,PS-E,All,289
EU27+3,2024,Packaging,PS-E,All,291
EU27+3,2025,Packaging,PS-E,All,294
EU27+3,2026,Packaging,PS-E,All,297
EU27+3,2027,Packaging,PS-E,All,300
EU27+3,2028,Packaging,PS-E,All,303
EU27+3,2029,Packaging,PS-E,All,306
EU27+3,2030,Packaging,PS-E,All,309
EU27+3,2031,Packaging,PS-E,All,312
EU27+3,2032,Packaging,PS-E,All,316
EU27+3,2033,Packaging,PS-E,All,319
EU27+3,2034,Packaging,PS-E,All,322
EU27+3,2035,Packaging,PS-E,All,325
EU27+3,2036,Packaging,PS-E,All,328
EU27+3,2037,Packaging,PS-E,All,332
EU27+3,2038,Packaging,PS-E,All,335
EU27+3,2039,Packaging,PS-E,All,338
EU27+3,2040,Packaging,PS-E,All,342
EU27+3,2041,Packaging,PS-E,All,345
EU27+3,2042,Packaging,PS-E,All,349
EU27+3,2043,Packaging,PS-E,All,352
EU27+3,2044,Packaging,PS-E,All,356
EU27+3,2045,Packaging,PS-E,All,359
EU27+3,2046,Packaging,PS-E,All,363
EU27+3,2047,Packaging,PS-E,All,366
EU27+3,2048,Packaging,PS-E,All,370
EU27+3,2049,Packaging,PS-E,All,374
EU27+3,2050,Packaging,PS-E,All,377
EU27+3,2051,Packaging,PS-E,All,381
EU27+3,2052,Packaging,PS-E,All,385
EU27+3,2053,Packaging,PS-E,All,389
EU27+3,2054,Packaging,PS-E,All,393
EU27+3,2055,Packaging,PS-E,All,397
EU27+3,2056,Packaging,PS-E,All,401
EU27+3,2057,Packaging,PS-E,All,405
EU27+3,2058,Packaging,PS-E,All,409
EU27+3,2059,Packaging,PS-E,All,413
EU27+3,2060,Packaging,PS-E,All,417
EU27+3,1970,Packaging,PVC,All,89
EU27+3,1971,Packaging,PVC,All,94
EU27+3,1972,Packaging,PVC,All,98
EU27+3,1973,Packaging,PVC,All,103
EU27+3,1974,Packaging,PVC,All,107
EU27+3,1975,Packaging,PVC,All,111
EU27+3,1976,Packaging,PVC,All,116
EU27+3,1977,Packaging,PVC,All,119
EU27+3,1978,Packaging,PVC,All,123
EU27+3,1979,Packaging,PVC,All,126
EU27+3,1980,Packaging,PVC,All,129
EU27+3,1981,Packaging,PVC,All,133
EU27+3,1982,Packaging,PVC,All,136
EU27+3,1983,Packaging,PVC,All,140
EU27+3,1984,Packaging,PVC,All,143
EU27+3,1985,Packaging,PVC,All,146
EU27+3,1986,Packaging,PVC,All,150
EU27+3,1987,Packaging,PVC,All,153
EU27+3,1988,Packaging,PVC,All,157
EU27+3,1989,Packaging,PVC,All,160
EU27+3,1990,Packaging,PVC,All,173
EU27+3,1991,Packaging,PVC,All,186
EU27+3,1992,Packaging,PVC,All,199
EU27+3,1993,Packaging,PVC,All,212
EU27+3,1994,Packaging,PVC,All,225
EU27+3,1995,Packaging,PVC,All,238
EU27+3,1996,Packaging,PVC,All,250
EU27+3,1997,Packaging,PVC,All,263
EU27+3,1998,Packaging,PVC,All,276
EU27+3,1999,Packaging,PVC,All,289
EU27+3,2000,Packaging,PVC,All,302
EU27+3,2001,Packaging,PVC,All,315
EU27+3,2002,Packaging,PVC,All,328
EU27+3,2003,Packaging,PVC,All,337
EU27+3,2004,Packaging,PVC,All,347
EU27+3,2005,Packaging,PVC,All,356
EU27+3,2006,Packaging,PVC,All,368
EU27+3,2007,Packaging,PVC,All,390
EU27+3,2008,Packaging,PVC,All,370
EU27+3,2009,Packaging,PVC,All,363
EU27+3,2010,Packaging,PVC,All,364
EU27+3,2011,Packaging,PVC,All,372
EU27+3,2012,Packaging,PVC,All,364
EU27+3,2013,Packaging,PVC,All,369
EU27+3,2014,Packaging,PVC,All,380
EU27+3,2015,Packaging,PVC,All,393
EU27+3,2016,Packaging,PVC,All,400
EU27+3,2017,Packaging,PVC,All,409
EU27+3,2018,Packaging,PVC,All,411
EU27+3,2019,Packaging,PVC,All,404
EU27+3,2020,Packaging,PVC,All,400
EU27+3,2021,Packaging,PVC,All,404
EU27+3,2022,Packaging,PVC,All,408
EU27+3,2023,Packaging,PVC,All,412
EU27+3,2024,Packaging,PVC,All,353
EU27+3,2025,Packaging,PVC,All,294
EU27+3,2026,Packaging,PVC,All,236
EU27+3,2027,Packaging,PVC,All,177
EU27+3,2028,Packaging,PVC,All,118
EU27+3,2029,Packaging,PVC,All,59
EU27+3,2030,Packaging,PVC,All,0
EU27+3,2031,Packaging,PVC,All,0
EU27+3,2032,Packaging,PVC,All,0
EU27+3,2033,Packaging,PVC,All,0
EU27+3,2034,Packaging,PVC,All,0
EU27+3,2035,Packaging,PVC,All,0
EU27+3,2036,Packaging,PVC,All,0
EU27+3,2037,Packaging,PVC,All,0
EU27+3,2038,Packaging,PVC,All,0
EU27+3,2039,Packaging,PVC,All,0
EU27+3,2040,Packaging,PVC,All,0
EU27+3,2041,Packaging,PVC,All,0
EU27+3,2042,Packaging,PVC,All,0
EU27+3,2043,Packaging,PVC,All,0
EU27+3,2044,Packaging,PVC,All,0
EU27+3,2045,Packaging,PVC,All,0
EU27+3,2046,Packaging,PVC,All,0
EU27+3,2047,Packaging,PVC,All,0
EU27+3,2048,Packaging,PVC,All,0
EU27+3,2049,Packaging,PVC,All,0
EU27+3,2050,Packaging,PVC,All,0
EU27+3,2051,Packaging,PVC,All,0
EU27+3,2052,Packaging,PVC,All,0
EU27+3,2053,Packaging,PVC,All,0
EU27+3,2054,Packaging,PVC,All,0
EU27+3,2055,Packaging,PVC,All,0
EU27+3,2056,Packaging,PVC,All,0
EU27+3,2057,Packaging,PVC,All,0
EU27+3,2058,Packaging,PVC,All,0
EU27+3,2059,Packaging,PVC,All,0
EU27+3,2060,Packaging,PVC,All,0
EU27+3,1970,Packaging,PET,All,917
EU27+3,1971,Packaging,PET,All,962
EU27+3,1972,Packaging,PET,All,1007
EU27+3,1973,Packaging,PET,All,1052
EU27+3,1974,Packaging,PET,All,1096
EU27+3,1975,Packaging,PET,All,1141
EU27+3,1976,Packaging,PET,All,1186
EU27+3,1977,Packaging,PET,All,1221
EU27+3,1978,Packaging,PET,All,1256
EU27+3,1979,Packaging,PET,All,1291
EU27+3,1980,Packaging,PET,All,1326
EU27+3,1981,Packaging,PET,All,1361
EU27+3,1982,Packaging,PET,All,1396
EU27+3,1983,Packaging,PET,All,1431
EU27+3,1984,Packaging,PET,All,1466
EU27+3,1985,Packaging,PET,All,1501
EU27+3,1986,Packaging,PET,All,1536
EU27+3,1987,Packaging,PET,All,1571
EU27+3,1988,Packaging,PET,All,1606
