region,time,sector,polymer,element,value
EU27+3,2030.0,single-use beverage bottles,PET,All,841.9210886258322
EU27+3,2030.25,single-use beverage bottles,PET,All,841.9210886258322
EU27+3,2030.5,single-use beverage bottles,PET,All,841.9210886258322
EU27+3,2030.75,single-use beverage bottles,PET,All,841.9210886258322
EU27+3,2031.0,single-use beverage bottles,PET,All,850.3402995120906
EU27+3,2031.25,single-use beverage bottles,PET,All,850.3402995120906
EU27+3,2031.5,single-use beverage bottles,PET,All,850.3402995120906
EU27+3,2031.75,single-use beverage bottles,PET,All,850.3402995120906
EU27+3,2032.0,single-use beverage bottles,PET,All,858.8437025072116
EU27+3,2032.25,single-use beverage bottles,PET,All,858.8437025072116
EU27+3,2032.5,single-use beverage bottles,PET,All,858.8437025072116
EU27+3,2032.75,single-use beverage bottles,PET,All,858.8437025072116
EU27+3,2033.0,single-use beverage bottles,PET,All,867.4321395322837
EU27+3,2033.25,single-use beverage bottles,PET,All,867.4321395322837
EU27+3,2033.5,single-use beverage bottles,PET,All,867.4321395322837
EU27+3,2033.75,single-use beverage bottles,PET,All,867.4321395322837
EU27+3,2034.0,single-use beverage bottles,PET,All,876.1064609276066
EU27+3,2034.25,single-use beverage bottles,PET,All,876.1064609276066
EU27+3,2034.5,single-use beverage bottles,PET,All,876.1064609276066
EU27+3,2034.75,single-use beverage bottles,PET,All,876.1064609276066
EU27+3,2035.0,single-use beverage bottles,PET,All,884.8675255368827
EU27+3,2035.25,single-use beverage bottles,PET,All,884.8675255368827
EU27+3,2035.5,single-use beverage bottles,PET,All,884.8675255368827
EU27+3,2035.75,single-use beverage bottles,PET,All,884.8675255368827
EU27+3,2036.0,single-use beverage bottles,PET,All,893.7162007922515
EU27+3,2036.25,single-use beverage bottles,PET,All,893.7162007922515
EU27+3,2036.5,single-use beverage bottles,PET,All,893.7162007922515
EU27+3,2036.75,single-use beverage bottles,PET,All,893.7162007922515
EU27+3,2037.0,single-use beverage bottles,PET,All,902.653362800174
EU27+3,2037.25,single-use beverage bottles,PET,All,902.653362800174
EU27+3,2037.5,single-use beverage bottles,PET,All,902.653362800174
EU27+3,2037.75,single-use beverage bottles,PET,All,902.653362800174
EU27+3,2038.0,single-use beverage bottles,PET,All,911.6798964281758
EU27+3,2038.25,single-use beverage bottles,PET,All,911.6798964281758
EU27+3,2038.5,single-use beverage bottles,PET,All,911.6798964281758
EU27+3,2038.75,single-use beverage bottles,PET,All,911.6798964281758
EU27+3,2039.0,single-use beverage bottles,PET,All,920.7966953924577
EU27+3,2039.25,single-use beverage bottles,PET,All,920.7966953924577
EU27+3,2039.5,single-use beverage bottles,PET,All,920.7966953924577
EU27+3,2039.75,single-use beverage bottles,PET,All,920.7966953924577
EU27+3,2040.0,single-use beverage bottles,PET,All,930.004662346382
EU27+3,2040.25,single-use beverage bottles,PET,All,930.004662346382
EU27+3,2040.5,single-use beverage bottles,PET,All,930.004662346382
EU27+3,2040.75,single-use beverage bottles,PET,All,930.004662346382
EU27+3,2041.0,single-use beverage bottles,PET,All,939.304708969846
EU27+3,2041.25,single-use beverage bottles,PET,All,939.304708969846
EU27+3,2041.5,single-use beverage bottles,PET,All,939.304708969846
EU27+3,2041.75,single-use beverage bottles,PET,All,939.304708969846
EU27+3,2042.0,single-use beverage bottles,PET,All,948.6977560595444
EU27+3,2042.25,single-use beverage bottles,PET,All,948.6977560595444
EU27+3,2042.5,single-use beverage bottles,PET,All,948.6977560595444
EU27+3,2042.75,single-use beverage bottles,PET,All,948.6977560595444
EU27+3,2043.0,single-use beverage bottles,PET,All,958.18473362014
EU27+3,2043.25,single-use beverage bottles,PET,All,958.18473362014
EU27+3,2043.5,single-use beverage bottles,PET,All,958.18473362014
EU27+3,2043.75,single-use beverage bottles,PET,All,958.18473362014
EU27+3,2044.0,single-use beverage bottles,PET,All,967.7665809563414
EU27+3,2044.25,single-use beverage bottles,PET,All,967.7665809563414
EU27+3,2044.5,single-use beverage bottles,PET,All,967.7665809563414
EU27+3,2044.75,single-use beverage bottles,PET,All,967.7665809563414
EU27+3,2045.0,single-use beverage bottles,PET,All,977.4442467659048
EU27+3,2045.25,single-use beverage bottles,PET,All,977.4442467659048
EU27+3,2045.5,single-use beverage bottles,PET,All,977.4442467659048
EU27+3,2045.75,single-use beverage bottles,PET,All,977.4442467659048
EU27+3,2046.0,single-use beverage bottles,PET,All,987.218689233564
EU27+3,2046.25,single-use beverage bottles,PET,All,987.218689233564
EU27+3,2046.5,single-use beverage bottles,PET,All,987.218689233564
EU27+3,2046.75,single-use beverage bottles,PET,All,987.218689233564
EU27+3,2047.0,single-use beverage bottles,PET,All,997.0908761258996
EU27+3,2047.25,single-use beverage bottles,PET,All,997.0908761258996
EU27+3,2047.5,single-use beverage bottles,PET,All,997.0908761258996
EU27+3,2047.75,single-use beverage bottles,PET,All,997.0908761258996
EU27+3,2048.0,single-use beverage bottles,PET,All,1007.0617848871584
EU27+3,2048.25,single-use beverage bottles,PET,All,1007.0617848871584
EU27+3,2048.5,single-use beverage bottles,PET,All,1007.0617848871584
EU27+3,2048.75,single-use beverage bottles,PET,All,1007.0617848871584
EU27+3,2049.0,single-use beverage bottles,PET,All,1017.13240273603
EU27+3,2049.25,single-use beverage bottles,PET,All,1017.13240273603
EU27+3,2049.5,single-use beverage bottles,PET,All,1017.13240273603
EU27+3,2049.75,single-use beverage bottles,PET,All,1017.13240273603
EU27+3,2050.0,single-use beverage bottles,PET,All,1027.3037267633904
EU27+3,2050.25,single-use beverage bottles,PET,All,1027.3037267633904
EU27+3,2050.5,single-use beverage bottles,PET,All,1027.3037267633904
EU27+3,2050.75,single-use beverage bottles,PET,All,1027.3037267633904
EU27+3,2018.0,reusable beverage bottles,PET,All,0.0
EU27+3,2018.25,reusable beverage bottles,PET,All,0.0
EU27+3,2018.5,reusable beverage bottles,PET,All,0.0
EU27+3,2018.75,reusable beverage bottles,PET,All,0.0
EU27+3,2019.0,reusable beverage bottles,PET,All,0.0
EU27+3,2019.25,reusable beverage bottles,PET,All,0.0
EU27+3,2019.5,reusable beverage bottles,PET,All,0.0
EU27+3,2019.75,reusable beverage bottles,PET,All,0.0
EU27+3,2020.0,reusable beverage bottles,PET,All,0.0
EU27+3,2020.25,reusable beverage bottles,PET,All,0.0
EU27+3,2020.5,reusable beverage bottles,PET,All,0.0
EU27+3,2020.75,reusable beverage bottles,PET,All,0.0
EU27+3,2021.0,reusable beverage bottles,PET,All,0.0
EU27+3,2021.25,reusable beverage bottles,PET,All,0.0
EU27+3,2021.5,reusable beverage bottles,PET,All,0.0
EU27+3,2021.75,reusable beverage bottles,PET,All,0.0
EU27+3,2022.0,reusable beverage bottles,PET,All,0.0
EU27+3,2022.25,reusable beverage bottles,PET,All,0.0
EU27+3,2022.5,reusable beverage bottles,PET,All,0.0
EU27+3,2022.75,reusable beverage bottles,PET,All,0.0
EU27+3,2023.0,reusable beverage bottles,PET,All,0.0
EU27+3,2023.25,reusable beverage bottles,PET,All,0.0
EU27+3,2023.5,reusable beverage bottles,PET,All,0.0
EU27+3,2023.75,reusable beverage bottles,PET,All,0.0
EU27+3,2024.0,reusable beverage bottles,PET,All,0.0
EU27+3,2024.25,reusable beverage bottles,PET,All,0.0
EU27+3,2024.5,reusable beverage bottles,PET,All,0.0
EU27+3,2024.75,reusable beverage bottles,PET,All,0.0
EU27+3,2025.0,reusable beverage bottles,PET,All,0.0
EU27+3,2025.25,reusable beverage bottles,PET,All,0.0
EU27+3,2025.5,reusable beverage bottles,PET,All,0.0
EU27+3,2025.75,reusable beverage bottles,PET,All,0.0
EU27+3,2026.0,reusable beverage bottles,PET,All,0.0
EU27+3,2026.25,reusable beverage bottles,PET,All,0.0
EU27+3,2026.5,reusable beverage bottles,PET,All,0.0
EU27+3,2026.75,reusable beverage bottles,PET,All,0.0
EU27+3,2027.0,reusable beverage bottles,PET,All,0.0
EU27+3,2027.25,reusable beverage bottles,PET,All,0.0
EU27+3,2027.5,reusable beverage bottles,PET,All,0.0
EU27+3,2027.75,reusable beverage bottles,PET,All,0.0
EU27+3,2028.0,reusable beverage bottles,PET,All,0.0
EU27+3,2028.25,reusable beverage bottles,PET,All,0.0
EU27+3,2028.5,reusable beverage bottles,PET,All,0.0
EU27+3,2028.75,reusable beverage bottles,PET,All,0.0
EU27+3,2029.0,reusable beverage bottles,PET,All,0.0
EU27+3,2029.25,reusable beverage bottles,PET,All,0.0
EU27+3,2029.5,reusable beverage bottles,PET,All,0.0
EU27+3,2029.75,reusable beverage bottles,PET,All,0.0
EU27+3,2030.0,reusable beverage bottles,PET,All,0.0
EU27+3,2030.25,reusable beverage bottles,PET,All,0.0
EU27+3,2030.5,reusable beverage bottles,PET,All,0.0
EU27+3,2030.75,reusable beverage bottles,PET,All,0.0
EU27+3,2031.0,reusable beverage bottles,PET,All,0.0
EU27+3,2031.25,reusable beverage bottles,PET,All,0.0
EU27+3,2031.5,reusable beverage bottles,PET,All,0.0
EU27+3,2031.75,reusable beverage bottles,PET,All,0.0
EU27+3,2032.0,reusable beverage bottles,PET,All,0.0
EU27+3,2032.25,reusable beverage bottles,PET,All,0.0
EU27+3,2032.5,reusable beverage bottles,PET,All,0.0
EU27+3,2032.75,reusable beverage bottles,PET,All,0.0
EU27+3,2033.0,reusable beverage bottles,PET,All,0.0
EU27+3,2033.25,reusable beverage bottles,PET,All,0.0
EU27+3,2033.5,reusable beverage bottles,PET,All,0.0
EU27+3,2033.75,reusable beverage bottles,PET,All,0.0
EU27+3,2034.0,reusable beverage bottles,PET,All,0.0
EU27+3,2034.25,reusable beverage bottles,PET,All,0.0
EU27+3,2034.5,reusable beverage bottles,PET,All,0.0
EU27+3,2034.75,reusable beverage bottles,PET,All,0.0
EU27+3,2035.0,reusable beverage bottles,PET,All,0.0
EU27+3,2035.25,reusable beverage bottles,PET,All,0.0
EU27+3,2035.5,reusable beverage bottles,PET,All,0.0
EU27+3,2035.75,reusable beverage bottles,PET,All,0.0
EU27+3,2036.0,reusable beverage bottles,PET,All,0.0
EU27+3,2036.25,reusable beverage bottles,PET,All,0.0
EU27+3,2036.5,reusable beverage bottles,PET,All,0.0
EU27+3,2036.75,reusable beverage bottles,PET,All,0.0
EU27+3,2037.0,reusable beverage bottles,PET,All,0.0
EU27+3,2037.25,reusable beverage bottles,PET,All,0.0
EU27+3,2037.5,reusable beverage bottles,PET,All,0.0
EU27+3,2037.75,reusable beverage bottles,PET,All,0.0
EU27+3,2038.0,reusable beverage bottles,PET,All,0.0
EU27+3,2038.25,reusable beverage bottles,PET,All,0.0
EU27+3,2038.5,reusable beverage bottles,PET,All,0.0
EU27+3,2038.75,reusable beverage bottles,PET,All,0.0
EU27+3,2039.0,reusable beverage bottles,PET,All,0.0
EU27+3,2039.25,reusable beverage bottles,PET,All,0.0
EU27+3,2039.5,reusable beverage bottles,PET,All,0.0
EU27+3,2039.75,reusable beverage bottles,PET,All,0.0
EU27+3,2040.0,reusable beverage bottles,PET,All,0.0
EU27+3,2040.25,reusable beverage bottles,PET,All,0.0
EU27+3,2040.5,reusable beverage bottles,PET,All,0.0
EU27+3,2040.75,reusable beverage bottles,PET,All,0.0
EU27+3,2041.0,reusable beverage bottles,PET,All,0.0
EU27+3,2041.25,reusable beverage bottles,PET,All,0.0
EU27+3,2041.5,reusable beverage bottles,PET,All,0.0
EU27+3,2041.75,reusable beverage bottles,PET,All,0.0
EU27+3,2042.0,reusable beverage bottles,PET,All,0.0
EU27+3,2042.25,reusable beverage bottles,PET,All,0.0
EU27+3,2042.5,reusable beverage bottles,PET,All,0.0
EU27+3,2042.75,reusable beverage bottles,PET,All,0.0
EU27+3,2043.0,reusable beverage bottles,PET,All,0.0
EU27+3,2043.25,reusable beverage bottles,PET,All,0.0
EU27+3,2043.5,reusable beverage bottles,PET,All,0.0
EU27+3,2043.75,reusable beverage bottles,PET,All,0.0
EU27+3,2044.0,reusable beverage bottles,PET,All,0.0
EU27+3,2044.25,reusable beverage bottles,PET,All,0.0
EU27+3,2044.5,reusable beverage bottles,PET,All,0.0
EU27+3,2044.75,reusable beverage bottles,PET,All,0.0
EU27+3,2045.0,reusable beverage bottles,PET,All,0.0
EU27+3,2045.25,reusable beverage bottles,PET,All,0.0
EU27+3,2045.5,reusable beverage bottles,PET,All,0.0
EU27+3,2045.75,reusable beverage bottles,PET,All,0.0
EU27+3,2046.0,reusable beverage bottles,PET,All,0.0
EU27+3,2046.25,reusable beverage bottles,PET,All,0.0
EU27+3,2046.5,reusable beverage bottles,PET,All,0.0
EU27+3,2046.75,reusable beverage bottles,PET,All,0.0
EU27+3,2047.0,reusable beverage bottles,PET,All,0.0
EU27+3,2047.25,reusable beverage bottles,PET,All,0.0
EU27+3,2047.5,reusable beverage bottles,PET,All,0.0
EU27+3,2047.75,reusable beverage bottles,PET,All,0.0
EU27+3,2048.0,reusable beverage bottles,PET,All,0.0
EU27+3,2048.25,reusable beverage bottles,PET,All,0.0
EU27+3,2048.5,reusable beverage bottles,PET,All,0.0
EU27+3,2048.75,reusable beverage bottles,PET,All,0.0
EU27+3,2049.0,reusable beverage bottles,PET,All,0.0
EU27+3,2049.25,reusable beverage bottles,PET,All,0.0
EU27+3,2049.5,reusable beverage bottles,PET,All,0.0
EU27+3,2049.75,reusable beverage bottles,PET,All,0.0
EU27+3,2050.0,reusable beverage bottles,PET,All,0.0
EU27+3,2050.25,reusable beverage bottles,PET,All,0.0
EU27+3,2050.5,reusable beverage bottles,PET,All,0.0
EU27+3,2050.75,reusable beverage bottles,PET,All,0.0
EU27+3,2018.0,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2018.25,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2018.5,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2018.75,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2019.0,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2019.25,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2019.5,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2019.75,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2020.0,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2020.25,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2020.5,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2020.75,single-use sheet (tray),PET,All,251.7017017017017
EU27+3,2021.0,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2021.25,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2021.5,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2021.75,single-use sheet (tray),PET,All,262.41241241241244
EU27+3,2022.0,single-use sheet (tray),PET,All,267.5
EU27+3,2022.25,single-use sheet (tray),PET,All,267.5
EU27+3,2022.5,single-use sheet (tray),PET,All,267.5
EU27+3,2022.75,single-use sheet (tray),PET,All,267.5
EU27+3,2023.0,single-use sheet (tray),PET,All,270.175
EU27+3,2023.25,single-use sheet (tray),PET,All,270.175
EU27+3,2023.5,single-use sheet (tray),PET,All,270.175
EU27+3,2023.75,single-use sheet (tray),PET,All,270.175
EU27+3,2024.0,single-use sheet (tray),PET,All,272.87675
EU27+3,2024.25,single-use sheet (tray),PET,All,272.87675
EU27+3,2024.5,single-use sheet (tray),PET,All,272.87675
EU27+3,2024.75,single-use sheet (tray),PET,All,272.87675
EU27+3,2025.0,single-use sheet (tray),PET,All,275.6055175
EU27+3,2025.25,single-use sheet (tray),PET,All,275.6055175
EU27+3,2025.5,single-use sheet (tray),PET,All,275.6055175
EU27+3,2025.75,single-use sheet (tray),PET,All,275.6055175
EU27+3,2026.0,single-use sheet (tray),PET,All,278.36157267500005
EU27+3,2026.25,single-use sheet (tray),PET,All,278.36157267500005
EU27+3,2026.5,single-use sheet (tray),PET,All,278.36157267500005
EU27+3,2026.75,single-use sheet (tray),PET,All,278.36157267500005
EU27+3,2027.0,single-use sheet (tray),PET,All,281.14518840175003
EU27+3,2027.25,single-use sheet (tray),PET,All,281.14518840175003
EU27+3,2027.5,single-use sheet (tray),PET,All,281.14518840175003
EU27+3,2027.75,single-use sheet (tray),PET,All,281.14518840175003
EU27+3,2028.0,single-use sheet (tray),PET,All,283.95664028576755
EU27+3,2028.25,single-use sheet (tray),PET,All,283.95664028576755
EU27+3,2028.5,single-use sheet (tray),PET,All,283.95664028576755
EU27+3,2028.75,single-use sheet (tray),PET,All,283.95664028576755
EU27+3,2029.0,single-use sheet (tray),PET,All,286.7962066886252
EU27+3,2029.25,single-use sheet (tray),PET,All,286.7962066886252
EU27+3,2029.5,single-use sheet (tray),PET,All,286.7962066886252
EU27+3,2029.75,single-use sheet (tray),PET,All,286.7962066886252
EU27+3,2030.0,single-use sheet (tray),PET,All,289.66416875551147
EU27+3,2030.25,single-use sheet (tray),PET,All,289.66416875551147
EU27+3,2030.5,single-use sheet (tray),PET,All,289.66416875551147
EU27+3,2030.75,single-use sheet (tray),PET,All,289.66416875551147
EU27+3,2031.0,single-use sheet (tray),PET,All,292.5608104430666
EU27+3,2031.25,single-use sheet (tray),PET,All,292.5608104430666
EU27+3,2031.5,single-use sheet (tray),PET,All,292.5608104430666
EU27+3,2031.75,single-use sheet (tray),PET,All,292.5608104430666
EU27+3,2032.0,single-use sheet (tray),PET,All,295.4864185474973
EU27+3,2032.25,single-use sheet (tray),PET,All,295.4864185474973
EU27+3,2032.5,single-use sheet (tray),PET,All,295.4864185474973
EU27+3,2032.75,single-use sheet (tray),PET,All,295.4864185474973
EU27+3,2033.0,single-use sheet (tray),PET,All,298.4412827329723
EU27+3,2033.25,single-use sheet (tray),PET,All,298.4412827329723
EU27+3,2033.5,single-use sheet (tray),PET,All,298.4412827329723
EU27+3,2033.75,single-use sheet (tray),PET,All,298.4412827329723
EU27+3,2034.0,single-use sheet (tray),PET,All,301.425695560302
EU27+3,2034.25,single-use sheet (tray),PET,All,301.425695560302
EU27+3,2034.5,single-use sheet (tray),PET,All,301.425695560302
EU27+3,2034.75,single-use sheet (tray),PET,All,301.425695560302
EU27+3,2035.0,single-use sheet (tray),PET,All,304.439952515905
EU27+3,2035.25,single-use sheet (tray),PET,All,304.439952515905
EU27+3,2035.5,single-use sheet (tray),PET,All,304.439952515905
EU27+3,2035.75,single-use sheet (tray),PET,All,304.439952515905
EU27+3,2036.0,single-use sheet (tray),PET,All,307.4843520410641
EU27+3,2036.25,single-use sheet (tray),PET,All,307.4843520410641
EU27+3,2036.5,single-use sheet (tray),PET,All,307.4843520410641
EU27+3,2036.75,single-use sheet (tray),PET,All,307.4843520410641
EU27+3,2037.0,single-use sheet (tray),PET,All,310.5591955614747
EU27+3,2037.25,single-use sheet (tray),PET,All,310.5591955614747
EU27+3,2037.5,single-use sheet (tray),PET,All,310.5591955614747
EU27+3,2037.75,single-use sheet (tray),PET,All,310.5591955614747
EU27+3,2038.0,single-use sheet (tray),PET,All,313.66478751708945
EU27+3,2038.25,single-use sheet (tray),PET,All,313.66478751708945
EU27+3,2038.5,single-use sheet (tray),PET,All,313.66478751708945
EU27+3,2038.75,single-use sheet (tray),PET,All,313.66478751708945
EU27+3,2039.0,single-use sheet (tray),PET,All,316.8014353922604
EU27+3,2039.25,single-use sheet (tray),PET,All,316.8014353922604
EU27+3,2039.5,single-use sheet (tray),PET,All,316.8014353922604
EU27+3,2039.75,single-use sheet (tray),PET,All,316.8014353922604
EU27+3,2040.0,single-use sheet (tray),PET,All,319.969449746183
EU27+3,2040.25,single-use sheet (tray),PET,All,319.969449746183
EU27+3,2040.5,single-use sheet (tray),PET,All,319.969449746183
EU27+3,2040.75,single-use sheet (tray),PET,All,319.969449746183
EU27+3,2041.0,single-use sheet (tray),PET,All,323.16914424364484
EU27+3,2041.25,single-use sheet (tray),PET,All,323.16914424364484
EU27+3,2041.5,single-use sheet (tray),PET,All,323.16914424364484
EU27+3,2041.75,single-use sheet (tray),PET,All,323.16914424364484
EU27+3,2042.0,single-use sheet (tray),PET,All,326.4008356860813
EU27+3,2042.25,single-use sheet (tray),PET,All,326.4008356860813
EU27+3,2042.5,single-use sheet (tray),PET,All,326.4008356860813
EU27+3,2042.75,single-use sheet (tray),PET,All,326.4008356860813
EU27+3,2043.0,single-use sheet (tray),PET,All,329.6648440429421
EU27+3,2043.25,single-use sheet (tray),PET,All,329.6648440429421
EU27+3,2043.5,single-use sheet (tray),PET,All,329.6648440429421
EU27+3,2043.75,single-use sheet (tray),PET,All,329.6648440429421
EU27+3,2044.0,single-use sheet (tray),PET,All,332.9614924833715
EU27+3,2044.25,single-use sheet (tray),PET,All,332.9614924833715
EU27+3,2044.5,single-use sheet (tray),PET,All,332.9614924833715
EU27+3,2044.75,single-use sheet (tray),PET,All,332.9614924833715
EU27+3,2045.0,single-use sheet (tray),PET,All,336.2911074082052
EU27+3,2045.25,single-use sheet (tray),PET,All,336.2911074082052
EU27+3,2045.5,single-use sheet (tray),PET,All,336.2911074082052
EU27+3,2045.75,single-use sheet (tray),PET,All,336.2911074082052
EU27+3,2046.0,single-use sheet (tray),PET,All,339.65401848228726
EU27+3,2046.25,single-use sheet (tray),PET,All,339.65401848228726
EU27+3,2046.5,single-use sheet (tray),PET,All,339.65401848228726
EU27+3,2046.75,single-use sheet (tray),PET,All,339.65401848228726
EU27+3,2047.0,single-use sheet (tray),PET,All,343.0505586671101
EU27+3,2047.25,single-use sheet (tray),PET,All,343.0505586671101
EU27+3,2047.5,single-use sheet (tray),PET,All,343.0505586671101
EU27+3,2047.75,single-use sheet (tray),PET,All,343.0505586671101
EU27+3,2048.0,single-use sheet (tray),PET,All,346.48106425378126
EU27+3,2048.25,single-use sheet (tray),PET,All,346.48106425378126
EU27+3,2048.5,single-use sheet (tray),PET,All,346.48106425378126
EU27+3,2048.75,single-use sheet (tray),PET,All,346.48106425378126
EU27+3,2049.0,single-use sheet (tray),PET,All,349.9458748963191
EU27+3,2049.25,single-use sheet (tray),PET,All,349.9458748963191
EU27+3,2049.5,single-use sheet (tray),PET,All,349.9458748963191
EU27+3,2049.75,single-use sheet (tray),PET,All,349.9458748963191
EU27+3,2050.0,single-use sheet (tray),PET,All,353.4453336452823
EU27+3,2050.25,single-use sheet (tray),PET,All,353.4453336452823
EU27+3,2050.5,single-use sheet (tray),PET,All,353.4453336452823
EU27+3,2050.75,single-use sheet (tray),PET,All,353.4453336452823
EU27+3,2018.0,reusable sheet (tray),PET,All,0.0
EU27+3,2018.25,reusable sheet (tray),PET,All,0.0
EU27+3,2018.5,reusable sheet (tray),PET,All,0.0
EU27+3,2018.75,reusable sheet (tray),PET,All,0.0
EU27+3,2019.0,reusable sheet (tray),PET,All,0.0
EU27+3,2019.25,reusable sheet (tray),PET,All,0.0
EU27+3,2019.5,reusable sheet (tray),PET,All,0.0
EU27+3,2019.75,reusable sheet (tray),PET,All,0.0
EU27+3,2020.0,reusable sheet (tray),PET,All,0.0
EU27+3,2020.25,reusable sheet (tray),PET,All,0.0
EU27+3,2020.5,reusable sheet (tray),PET,All,0.0
EU27+3,2020.75,reusable sheet (tray),PET,All,0.0
EU27+3,2021.0,reusable sheet (tray),PET,All,0.0
EU27+3,2021.25,reusable sheet (tray),PET,All,0.0
EU27+3,2021.5,reusable sheet (tray),PET,All,0.0
EU27+3,2021.75,reusable sheet (tray),PET,All,0.0
EU27+3,2022.0,reusable sheet (tray),PET,All,0.0
EU27+3,2022.25,reusable sheet (tray),PET,All,0.0
EU27+3,2022.5,reusable sheet (tray),PET,All,0.0
EU27+3,2022.75,reusable sheet (tray),PET,All,0.0
EU27+3,2023.0,reusable sheet (tray),PET,All,0.0
EU27+3,2023.25,reusable sheet (tray),PET,All,0.0
EU27+3,2023.5,reusable sheet (tray),PET,All,0.0
EU27+3,2023.75,reusable sheet (tray),PET,All,0.0
EU27+3,2024.0,reusable sheet (tray),PET,All,0.0
EU27+3,2024.25,reusable sheet (tray),PET,All,0.0
EU27+3,2024.5,reusable sheet (tray),PET,All,0.0
EU27+3,2024.75,reusable sheet (tray),PET,All,0.0
EU27+3,2025.0,reusable sheet (tray),PET,All,0.0
EU27+3,2025.25,reusable sheet (tray),PET,All,0.0
EU27+3,2025.5,reusable sheet (tray),PET,All,0.0
EU27+3,2025.75,reusable sheet (tray),PET,All,0.0
EU27+3,2026.0,reusable sheet (tray),PET,All,0.0
EU27+3,2026.25,reusable sheet (tray),PET,All,0.0
EU27+3,2026.5,reusable sheet (tray),PET,All,0.0
EU27+3,2026.75,reusable sheet (tray),PET,All,0.0
EU27+3,2027.0,reusable sheet (tray),PET,All,0.0
EU27+3,2027.25,reusable sheet (tray),PET,All,0.0
EU27+3,2027.5,reusable sheet (tray),PET,All,0.0
