region,time,sector,polymer,value
East,2020,Commercial & industrial packaging,PP,0.0
East,2020,Commercial & industrial packaging,PS,0.0
East,2020,Commercial & industrial packaging,PS-E,0.0
East,2020,Commercial & industrial packaging,PVC,0.0
East,2020,Commercial & industrial packaging,PET,0.0
East,2020,Commercial & industrial packaging,"ABS, SAN",0.0
East,2020,Commercial & industrial packaging,PMMA,0.0
East,2020,Commercial & industrial packaging,"PA (PA6, PA66)",0.0
East,2020,Commercial & industrial packaging,PC,0.0
East,2020,Commercial & industrial packaging,Other Thermoplastics,0.0
East,2020,Commercial & industrial packaging,PUR,0.0
East,2020,Commercial & industrial packaging,Other Plastics,0.0
East,2025,Commercial & industrial packaging,"PE-LD, -LLD",0.0
East,2025,Commercial & industrial packaging,"PE-HD, -MD",0.0
East,2025,Commercial & industrial packaging,PP,0.0
East,2025,Commercial & industrial packaging,PS,0.0
East,2025,Commercial & industrial packaging,PS-E,0.0
East,2025,Commercial & industrial packaging,PVC,0.0
East,2025,Commercial & industrial packaging,PET,0.0
East,2025,Commercial & industrial packaging,"ABS, SAN",0.0
East,2025,Commercial & industrial packaging,PMMA,0.0
East,2025,Commercial & industrial packaging,"PA (PA6, PA66)",0.0
East,2025,Commercial & industrial packaging,PC,0.0
East,2025,Commercial & industrial packaging,Other Thermoplastics,0.0
East,2025,Commercial & industrial packaging,PUR,0.0
East,2025,Commercial & industrial packaging,Other Plastics,0.0
East,2030,Commercial & industrial packaging,"PE-LD, -LLD",0.0
East,2030,Commercial & industrial packaging,"PE-HD, -MD",0.0
East,2030,Commercial & industrial packaging,PP,0.0
East,2030,Commercial & industrial packaging,PS,0.0
East,2030,Commercial & industrial packaging,PS-E,0.0
East,2030,Commercial & industrial packaging,PVC,0.0
East,2030,Commercial & industrial packaging,PET,0.0
East,2030,Commercial & industrial packaging,"ABS, SAN",0.0
East,2030,Commercial & industrial packaging,PMMA,0.0
East,2030,Commercial & industrial packaging,"PA (PA6, PA66)",0.0
East,2030,Commercial & industrial packaging,PC,0.0
East,2030,Commercial & industrial packaging,Other Thermoplastics,0.0
East,2030,Commercial & industrial packaging,PUR,0.0
East,2030,Commercial & industrial packaging,Other Plastics,0.0
East,2035,Commercial & industrial packaging,"PE-LD, -LLD",0.0
East,2035,Commercial & industrial packaging,"PE-HD, -MD",0.0
East,2035,Commercial & industrial packaging,PP,0.0
East,2035,Commercial & industrial packaging,PS,0.0
East,2035,Commercial & industrial packaging,PS-E,0.0
East,2035,Commercial & industrial packaging,PVC,0.0
East,2035,Commercial & industrial packaging,PET,0.0
East,2035,Commercial & industrial packaging,"ABS, SAN",0.0
East,2035,Commercial & industrial packaging,PMMA,0.0
East,2035,Commercial & industrial packaging,"PA (PA6, PA66)",0.0
East,2035,Commercial & industrial packaging,PC,0.0
East,2035,Commercial & industrial packaging,Other Thermoplastics,0.0
East,2035,Commercial & industrial packaging,PUR,0.0
East,2035,Commercial & industrial packaging,Other Plastics,0.0
East,2040,Commercial & industrial packaging,"PE-LD, -LLD",0.0
East,2040,Commercial & industrial packaging,"PE-HD, -MD",0.0
East,2040,Commercial & industrial packaging,PP,0.0
East,2040,Commercial & industrial packaging,PS,0.0
East,2040,Commercial & industrial packaging,PS-E,0.0
East,2040,Commercial & industrial packaging,PVC,0.0
East,2040,Commercial & industrial packaging,PET,0.0
East,2040,Commercial & industrial packaging,"ABS, SAN",0.0
East,2040,Commercial & industrial packaging,PMMA,0.0
East,2040,Commercial & industrial packaging,"PA (PA6, PA66)",0.0
East,2040,Commercial & industrial packaging,PC,0.0
East,2040,Commercial & industrial packaging,Other Thermoplastics,0.0
East,2040,Commercial & industrial packaging,PUR,0.0
East,2040,Commercial & industrial packaging,Other Plastics,0.0
East,2045,Commercial & industrial packaging,"PE-LD, -LLD",0.0
East,2045,Commercial & industrial packaging,"PE-HD, -MD",0.0
East,2045,Commercial & industrial packaging,PP,0.0
East,2045,Commercial & industrial packaging,PS,0.0
East,2045,Commercial & industrial packaging,PS-E,0.0
East,2045,Commercial & industrial packaging,PVC,0.0
East,2045,Commercial & industrial packaging,PET,0.0
East,2045,Commercial & industrial packaging,"ABS, SAN",0.0
East,2045,Commercial & industrial packaging,PMMA,0.0
East,2045,Commercial & industrial packaging,"PA (PA6, PA66)",0.0
East,2045,Commercial & industrial packaging,PC,0.0
East,2045,Commercial & industrial packaging,Other Thermoplastics,0.0
East,2045,Commercial & industrial packaging,PUR,0.0
East,2045,Commercial & industrial packaging,Other Plastics,0.0
East,2050,Commercial & industrial packaging,"PE-LD, -LLD",0.0
East,2050,Commercial & industrial packaging,"PE-HD, -MD",0.0
East,2050,Commercial & industrial packaging,PP,0.0
East,2050,Commercial & industrial packaging,PS,0.0
East,2050,Commercial & industrial packaging,PS-E,0.0
East,2050,Commercial & industrial packaging,PVC,0.0
East,2050,Commercial & industrial packaging,PET,0.0
East,2050,Commercial & industrial packaging,"ABS, SAN",0.0
East,2050,Commercial & industrial packaging,PMMA,0.0
East,2050,Commercial & industrial packaging,"PA (PA6, PA66)",0.0
East,2050,Commercial & industrial packaging,PC,0.0
East,2050,Commercial & industrial packaging,Other Thermoplastics,0.0
East,2050,Commercial & industrial packaging,PUR,0.0
East,2050,Commercial & industrial packaging,Other Plastics,0.0
East,2020,Electrical and Electronics,"PE-LD, -LLD",0.0
East,2020,Electrical and Electronics,"PE-HD, -MD",0.0
East,2020,Electrical and Electronics,PP,0.0
East,2020,Electrical and Electronics,PS,0.0
East,2020,Electrical and Electronics,PS-E,0.0
East,2020,Electrical and Electronics,PVC,0.0
East,2020,Electrical and Electronics,PET,0.0
East,2020,Electrical and Electronics,"ABS, SAN",0.0
East,2020,Electrical and Electronics,PMMA,0.0
East,2020,Electrical and Electronics,"PA (PA6, PA66)",0.0
East,2020,Electrical and Electronics,PC,0.0
East,2020,Electrical and Electronics,Other Thermoplastics,0.0
East,2020,Electrical and Electronics,PUR,0.0
East,2020,Electrical and Electronics,Other Plastics,0.0
East,2025,Electrical and Electronics,"PE-LD, -LLD",0.0
East,2025,Electrical and Electronics,"PE-HD, -MD",0.0
East,2025,Electrical and Electronics,PP,0.0
East,2025,Electrical and Electronics,PS,0.0
East,2025,Electrical and Electronics,PS-E,0.0
East,2025,Electrical and Electronics,PVC,0.0
East,2025,Electrical and Electronics,PET,0.0
East,2025,Electrical and Electronics,"ABS, SAN",0.0
East,2025,Electrical and Electronics,PMMA,0.0
East,2025,Electrical and Electronics,"PA (PA6, PA66)",0.0
East,2025,Electrical and Electronics,PC,0.0
East,2025,Electrical and Electronics,Other Thermoplastics,0.0
East,2025,Electrical and Electronics,PUR,0.0
East,2025,Electrical and Electronics,Other Plastics,0.0
East,2030,Electrical and Electronics,"PE-LD, -LLD",0.0
East,2030,Electrical and Electronics,"PE-HD, -MD",0.0
East,2030,Electrical and Electronics,PP,0.0
East,2030,Electrical and Electronics,PS,0.0
East,2030,Electrical and Electronics,PS-E,0.0
East,2030,Electrical and Electronics,PVC,0.0
East,2030,Electrical and Electronics,PET,0.0
East,2030,Electrical and Electronics,"ABS, SAN",0.0
East,2030,Electrical and Electronics,PMMA,0.0
East,2030,Electrical and Electronics,"PA (PA6, PA66)",0.0
East,2030,Electrical and Electronics,PC,0.0
East,2030,Electrical and Electronics,Other Thermoplastics,0.0
East,2030,Electrical and Electronics,PUR,0.0
East,2030,Electrical and Electronics,Other Plastics,0.0
East,2035,Electrical and Electronics,"PE-LD, -LLD",0.0
East,2035,Electrical and Electronics,"PE-HD, -MD",0.0
East,2035,Electrical and Electronics,PP,0.0
East,2035,Electrical and Electronics,PS,0.0
East,2035,Electrical and Electronics,PS-E,0.0
East,2035,Electrical and Electronics,PVC,0.0
East,2035,Electrical and Electronics,PET,0.0
East,2035,Electrical and Electronics,"ABS, SAN",0.0
East,2035,Electrical and Electronics,PMMA,0.0
East,2035,Electrical and Electronics,"PA (PA6, PA66)",0.0
East,2035,Electrical and Electronics,PC,0.0
East,2035,Electrical and Electronics,Other Thermoplastics,0.0
East,2035,Electrical and Electronics,PUR,0.0
East,2035,Electrical and Electronics,Other Plastics,0.0
East,2040,Electrical and Electronics,"PE-LD, -LLD",0.0
East,2040,Electrical and Electronics,"PE-HD, -MD",0.0
East,2040,Electrical and Electronics,PP,0.0
East,2040,Electrical and Electronics,PS,0.0
East,2040,Electrical and Electronics,PS-E,0.0
East,2040,Electrical and Electronics,PVC,0.0
East,2040,Electrical and Electronics,PET,0.0
East,2040,Electrical and Electronics,"ABS, SAN",0.0
East,2040,Electrical and Electronics,PMMA,0.0
East,2040,Electrical and Electronics,"PA (PA6, PA66)",0.0
East,2040,Electrical and Electronics,PC,0.0
East,2040,Electrical and Electronics,Other Thermoplastics,0.0
East,2040,Electrical and Electronics,PUR,0.0
East,2040,Electrical and Electronics,Other Plastics,0.0
East,2045,Electrical and Electronics,"PE-LD, -LLD",0.0
East,2045,Electrical and Electronics,"PE-HD, -MD",0.0
East,2045,Electrical and Electronics,PP,0.0
East,2045,Electrical and Electronics,PS,0.0
East,2045,Electrical and Electronics,PS-E,0.0
East,2045,Electrical and Electronics,PVC,0.0
East,2045,Electrical and Electronics,PET,0.0
East,2045,Electrical and Electronics,"ABS, SAN",0.0
East,2045,Electrical and Electronics,PMMA,0.0
East,2045,Electrical and Electronics,"PA (PA6, PA66)",0.0
East,2045,Electrical and Electronics,PC,0.0
East,2045,Electrical and Electronics,Other Thermoplastics,0.0
East,2045,Electrical and Electronics,PUR,0.0
East,2045,Electrical and Electronics,Other Plastics,0.0
East,2050,Electrical and Electronics,"PE-LD, -LLD",0.0
East,2050,Electrical and Electronics,"PE-HD, -MD",0.0
East,2050,Electrical and Electronics,PP,0.0
East,2050,Electrical and Electronics,PS,0.0
East,2050,Electrical and Electronics,PS-E,0.0
East,2050,Electrical and Electronics,PVC,0.0
East,2050,Electrical and Electronics,PET,0.0
East,2050,Electrical and Electronics,"ABS, SAN",0.0
East,2050,Electrical and Electronics,PMMA,0.0
East,2050,Electrical and Electronics,"PA (PA6, PA66)",0.0
East,2050,Electrical and Electronics,PC,0.0
East,2050,Electrical and Electronics,Other Thermoplastics,0.0
East,2050,Electrical and Electronics,PUR,0.0
East,2050,Electrical and Electronics,Other Plastics,0.0
East,2020,EPS ETICS,"PE-LD, -LLD",0.0
East,2020,EPS ETICS,"PE-HD, -MD",0.0
East,2020,EPS ETICS,PP,0.0
East,2020,EPS ETICS,PS,0.0
East,2020,EPS ETICS,PS-E,0.0
East,2020,EPS ETICS,PVC,0.0
East,2020,EPS ETICS,PET,0.0
East,2020,EPS ETICS,"ABS, SAN",0.0
East,2020,EPS ETICS,PMMA,0.0
East,2020,EPS ETICS,"PA (PA6, PA66)",0.0
East,2020,EPS ETICS,PC,0.0
East,2020,EPS ETICS,Other Thermoplastics,0.0
East,2020,EPS ETICS,PUR,0.0
East,2020,EPS ETICS,Other Plastics,0.0
East,2025,EPS ETICS,"PE-LD, -LLD",0.0
East,2025,EPS ETICS,"PE-HD, -MD",0.0
East,2025,EPS ETICS,PP,0.0
East,2025,EPS ETICS,PS,0.0
East,2025,EPS ETICS,PS-E,0.0
East,2025,EPS ETICS,PVC,0.0
East,2025,EPS ETICS,PET,0.0
East,2025,EPS ETICS,"ABS, SAN",0.0
East,2025,EPS ETICS,PMMA,0.0
East,2025,EPS ETICS,"PA (PA6, PA66)",0.0
East,2025,EPS ETICS,PC,0.0
East,2025,EPS ETICS,Other Thermoplastics,0.0
East,2025,EPS ETICS,PUR,0.0
East,2025,EPS ETICS,Other Plastics,0.0
East,2030,EPS ETICS,"PE-LD, -LLD",0.0
East,2030,EPS ETICS,"PE-HD, -MD",0.0
East,2030,EPS ETICS,PP,0.0
East,2030,EPS ETICS,PS,0.0
East,2030,EPS ETICS,PS-E,0.0
East,2030,EPS ETICS,PVC,0.0
East,2030,EPS ETICS,PET,0.0
East,2030,EPS ETICS,"ABS, SAN",0.0
East,2030,EPS ETICS,PMMA,0.0
East,2030,EPS ETICS,"PA (PA6, PA66)",0.0
East,2030,EPS ETICS,PC,0.0
East,2030,EPS ETICS,Other Thermoplastics,0.0
East,2030,EPS ETICS,PUR,0.0
East,2030,EPS ETICS,Other Plastics,0.0
East,2035,EPS ETICS,"PE-LD, -LLD",0.0
East,2035,EPS ETICS,"PE-HD, -MD",0.0
East,2035,EPS ETICS,PP,0.0
East,2035,EPS ETICS,PS,0.0
East,2035,EPS ETICS,PS-E,0.0
East,2035,EPS ETICS,PVC,0.0
East,2035,EPS ETICS,PET,0.0
East,2035,EPS ETICS,"ABS, SAN",0.0
East,2035,EPS ETICS,PMMA,0.0
East,2035,EPS ETICS,"PA (PA6, PA66)",0.0
East,2035,EPS ETICS,PC,0.0
East,2035,EPS ETICS,Other Thermoplastics,0.0
East,2035,EPS ETICS,PUR,0.0
East,2035,EPS ETICS,Other Plastics,0.0
East,2040,EPS ETICS,"PE-LD, -LLD",0.0
East,2040,EPS ETICS,"PE-HD, -MD",0.0
East,2040,EPS ETICS,PP,0.0
East,2040,EPS ETICS,PS,0.0
East,2040,EPS ETICS,PS-E,0.0
East,2040,EPS ETICS,PVC,0.0
East,2040,EPS ETICS,PET,0.0
East,2040,EPS ETICS,"ABS, SAN",0.0
East,2040,EPS ETICS,PMMA,0.0
East,2040,EPS ETICS,"PA (PA6, PA66)",0.0
East,2040,EPS ETICS,PC,0.0
East,2040,EPS ETICS,Other Thermoplastics,0.0
East,2040,EPS ETICS,PUR,0.0
East,2040,EPS ETICS,Other Plastics,0.0
East,2045,EPS ETICS,"PE-LD, -LLD",0.0
East,2045,EPS ETICS,"PE-HD, -MD",0.0
East,2045,EPS ETICS,PP,0.0
East,2045,EPS ETICS,PS,0.0
East,2045,EPS ETICS,PS-E,0.0
East,2045,EPS ETICS,PVC,0.0
East,2045,EPS ETICS,PET,0.0
East,2045,EPS ETICS,"ABS, SAN",0.0
East,2045,EPS ETICS,PMMA,0.0
East,2045,EPS ETICS,"PA (PA6, PA66)",0.0
East,2045,EPS ETICS,PC,0.0
East,2045,EPS ETICS,Other Thermoplastics,0.0
East,2045,EPS ETICS,PUR,0.0
East,2045,EPS ETICS,Other Plastics,0.0
East,2050,EPS ETICS,"PE-LD, -LLD",0.0
East,2050,EPS ETICS,"PE-HD, -MD",0.0
East,2050,EPS ETICS,PP,0.0
East,2050,EPS ETICS,PS,0.0
East,2050,EPS ETICS,PS-E,0.0
East,2050,EPS ETICS,PVC,0.0
East,2050,EPS ETICS,PET,0.0
East,2050,EPS ETICS,"ABS, SAN",0.0
East,2050,EPS ETICS,PMMA,0.0
East,2050,EPS ETICS,"PA (PA6, PA66)",0.0
East,2050,EPS ETICS,PC,0.0
East,2050,EPS ETICS,Other Thermoplastics,0.0
East,2050,EPS ETICS,PUR,0.0
East,2050,EPS ETICS,Other Plastics,0.0
East,2020,EPS flat roof,"PE-LD, -LLD",0.0
East,2020,EPS flat roof,"PE-HD, -MD",0.0
East,2020,EPS flat roof,PP,0.0
East,2020,EPS flat roof,PS,0.0
